video_id,emd_y_mean,emd_y_variance,emd_y_range,emd_cb_mean,emd_cb_variance,emd_cb_range,emd_cr_mean,emd_cr_variance,emd_cr_range,label
/workspaces/proyecto/workspace/src_c40/Deepfakes/093_121.mp4,0.05076829215706878,0.00025409094791889453,0.07934602056132566,0.040706357226712876,0.00022264582212577083,0.05499489582458486,0.049563258950554454,0.00016470202231966169,0.06458135328238482,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/018_019.mp4,0.07700061973490395,0.00028798117900812986,0.09151533856853272,0.06898598244375434,0.0008064570083784072,0.11313132231999064,0.051958424258653775,0.0006899597586267275,0.10977899235169,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/541_523.mp4,0.0610682248766862,0.0004630862192416074,0.07839782262867626,0.04320779873384196,0.00039348649655381653,0.09984952275480771,0.05852391978115204,0.0002986696753833854,0.08229215441931798,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/041_063.mp4,0.08155234864121973,0.0010203539999358452,0.12296365217601013,0.03216662942342401,6.190694446633969e-05,0.032840563495473166,0.04853599843498932,0.0003038060558929792,0.07547427353380827,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/353_383.mp4,0.049792917775119835,7.65745218324732e-05,0.039124200249111396,0.06648691794515464,0.00019533837747197282,0.04593209692093528,0.06751173072148649,0.00032117772818530813,0.08996106251761098,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/241_210.mp4,0.04434494097920314,3.618420826275109e-05,0.027679943587045584,0.035363524305506204,5.410218986509578e-05,0.031173267149116425,0.036712200460038175,0.000273667701396099,0.056328785135569256,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/334_318.mp4,0.04074712822137155,5.256732557226435e-05,0.03193238829699235,0.04100146396413613,0.00015082382482810956,0.0512799703436463,0.04669452325464395,8.326026676880941e-05,0.0432927371894307,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/401_395.mp4,0.06662582909387446,0.000379703631563295,0.07791456148117423,0.029193980616457626,9.345399330237654e-05,0.045024968951603295,0.0390971815628523,0.0005470989638187778,0.10164338158058125,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/737_719.mp4,0.06130645251005718,0.00016825689293592118,0.04666072147526211,0.046709015207807625,0.0002737559937830384,0.08310912582501459,0.05288634635688756,0.00024575994683291005,0.06304554171851504,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/481_469.mp4,0.07088306298415953,0.00036396505425067004,0.12443601522214007,0.04487109238802179,0.00021199479566836728,0.06342204782260799,0.08080192707392353,0.0003025513231142496,0.08287432838187496,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/253_183.mp4,0.16708338827378721,0.020433311839697522,0.36004160726564155,0.16908233732221464,0.00965956336897168,0.2487785394317515,0.15743333959195666,0.0061440389756785415,0.20938416981637029,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/239_218.mp4,0.05663193573799305,0.000765739818811933,0.13656585405130645,0.07096807407460745,0.0012400590569826833,0.1842988757443254,0.05696782594229638,0.001496503702662555,0.19938341245631508,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/523_541.mp4,0.10833325950497652,0.0018108019323379524,0.16357011350275252,0.08099935256753767,0.000830303807095968,0.09461167802327906,0.08281445103911932,0.00026076551810220295,0.0668915714336964,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/883_013.mp4,0.16226526276731157,0.002365754575665437,0.13790358709440273,0.16860695728367361,0.004751992602117807,0.21812987662050087,0.07425096535657123,0.0001918720549578867,0.06754038533302854,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/146_256.mp4,0.04641950320139606,0.00010289875055793045,0.03917531644984226,0.04869235646074179,0.00013830624610200104,0.05575609883809147,0.033826489160934725,8.430753019040248e-05,0.04334930007388739,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/859_843.mp4,0.08522275710828492,0.00047665720328177863,0.08765256704859949,0.07068418563018106,0.0011326432889651108,0.10299339064636767,0.09830773410009248,0.0015346906198433672,0.13665819903381518,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/252_266.mp4,0.26461541118226234,0.004510574562650706,0.18375795872808395,0.05423521085167126,0.0008943463119730502,0.12853347065609194,0.09450832780795065,0.0019124607244896503,0.20816456672433978,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/442_195.mp4,0.1540020858404731,0.0019861118941080394,0.15377626418776028,0.11500610605410637,0.001876037387454417,0.15306802016517224,0.10185423314297147,0.0017155248763370305,0.15860777364312315,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/817_827.mp4,0.09762293931934306,0.0010383622598701704,0.10595256051212175,0.09479632091074425,0.0006093694608271466,0.09274085132186471,0.08690220262027515,0.0009675452882162145,0.13145049481771706,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/023_923.mp4,0.0713655245723323,0.0002922272235944125,0.06432912635392511,0.07776391913921456,0.0011588232843931204,0.13261586987000248,0.07367432198985407,0.0008681974977111541,0.10724789186208811,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/895_915.mp4,0.08854295355269488,0.00041723262425826966,0.11808562077645957,0.0751473158441378,0.0008473986303933949,0.12625922187799482,0.09502218745877837,0.001308560782930413,0.17181581189932907,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/955_078.mp4,0.051364347384366224,0.00021248418101858378,0.04758221910083682,0.03042347122723443,5.630721694836863e-05,0.033172914058840514,0.04154950991107307,0.00025789321893509643,0.06391000733213269,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/840_800.mp4,0.06034968588247655,0.0001603973009570612,0.0516422027553322,0.0669780111851303,0.00039037069454316475,0.06045054329368256,0.06592162699778674,0.0004331467966791198,0.0797904535620566,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/993_989.mp4,0.05774040430315068,4.4137386898527675e-05,0.02932436953203804,0.03932890540267657,7.336323192434717e-05,0.040141018493839595,0.043040643865388105,0.000207401474533427,0.05868034341001374,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/780_869.mp4,0.0688181083876311,0.00020539647683696767,0.060589472936165935,0.06083609148616266,0.00019279534779411472,0.06280827997911775,0.0539841551888665,9.877206588955116e-05,0.047868631789242985,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/944_032.mp4,0.09203954854564049,0.0007187752345029724,0.09925568856639594,0.11495546946544152,0.0034789579053931506,0.18172998640453125,0.11588386588875733,0.004866670978605469,0.2167454131237051,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/709_390.mp4,0.12968791110338274,0.006123092978024106,0.29866608569372,0.18471956896096717,0.0030971095453890983,0.21434191534924946,0.18831151612379565,0.004641103499708867,0.27935190110101005,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/850_764.mp4,0.10302878984496995,0.0003087640808695331,0.07612661490270879,0.08566702462019618,0.00032320521178899354,0.08288919435989883,0.07773156633106916,0.00026246115803811533,0.06504812975050375,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/861_858.mp4,0.16877709083785974,0.0028954297686570973,0.2448022980036741,0.22788377516872052,0.0005406381276600641,0.08838858335884966,0.19424802865309804,0.002973426786798538,0.20841145877658607,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/923_023.mp4,0.07001355499517804,0.00018001393478937617,0.06766991431802627,0.0507785349761444,0.00024969681907109897,0.05511234422543721,0.05122163228498373,0.00015958745392107557,0.0520484795971692,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/069_961.mp4,0.07507283777166532,0.00012795788737534095,0.055594380161464535,0.05160077322614437,0.0001793460751064398,0.06072216975429903,0.06394063909033293,0.0001650998138137783,0.050515346548911204,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/752_751.mp4,0.0432268258924716,6.153634110712447e-05,0.03155822857549383,0.03155750724971671,4.808970914463472e-05,0.03314740987977622,0.033979566326238164,2.206146442196934e-05,0.024774787265262208,Deepfakes
/workspaces/proyecto/workspace/src_c40/Deepfakes/266_252.mp4,0.07789379547029038,0.000239054475699225,0.06266793462846973,0.05329815686709447,0.00023955073876090902,0.06497156006806024,0.04459841646735993,0.00021163530490425907,0.06507034452412047,Deepfakes
